QUOTE_DATE,EXPIRE_DATE,STRIKE,UNDERLYING_LAST,DTE,BID,ASK,MID,option_type,spread,rel_spread,moneyness,T,dte_bucket,contract_id
2025-12-26,2026-01-16,6715.0,6929.94,21,242.1,243.5,242.8,call,1.4000000000000057,0.0057660626029654265,0.9689838584461049,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6715.0
2025-12-26,2026-01-16,6725.0,6929.94,21,233.1,234.6,233.85,call,1.5,0.006414368184733804,0.9704268723827335,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6725.0
2025-12-26,2026-01-16,6735.0,6929.94,21,224.1,225.5,224.8,call,1.4000000000000057,0.006227758007117463,0.9718698863193621,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6735.0
2025-12-26,2026-01-16,6745.0,6929.94,21,215.2,216.6,215.9,call,1.4000000000000057,0.0064844835572024345,0.9733129002559907,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6745.0
2025-12-26,2026-01-16,6755.0,6929.94,21,206.4,207.9,207.15,call,1.5,0.00724112961622013,0.9747559141926193,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6755.0
2025-12-26,2026-01-16,6765.0,6929.94,21,197.7,199.0,198.35,call,1.3000000000000114,0.00655407108646338,0.9761989281292479,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6765.0
2025-12-26,2026-01-16,6775.0,6929.94,21,189.0,190.4,189.7,call,1.4000000000000057,0.0073800738007380375,0.9776419420658765,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6775.0
2025-12-26,2026-01-16,6780.0,6929.94,21,184.7,186.1,185.4,call,1.4000000000000057,0.007551240560949329,0.9783634490341908,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6780.0
2025-12-26,2026-01-16,6790.0,6929.94,21,176.2,177.5,176.85,call,1.3000000000000114,0.007350862312694439,0.9798064629708194,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6790.0
2025-12-26,2026-01-16,6795.0,6929.94,21,171.9,173.4,172.65,call,1.5,0.008688097306689834,0.9805279699391337,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6795.0
2025-12-26,2026-01-16,6800.0,6929.94,21,167.7,169.2,168.45,call,1.5,0.00890471950133571,0.981249476907448,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6800.0
2025-12-26,2026-01-16,6805.0,6929.94,21,163.6,164.9,164.25,call,1.3000000000000114,0.00791476407914771,0.9819709838757623,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6805.0
2025-12-26,2026-01-16,6810.0,6929.94,21,159.4,160.8,160.10000000000002,call,1.4000000000000057,0.008744534665833888,0.9826924908440766,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6810.0
2025-12-26,2026-01-16,6815.0,6929.94,21,155.3,156.7,156.0,call,1.3999999999999773,0.008974358974358828,0.9834139978123909,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6815.0
2025-12-26,2026-01-16,6820.0,6929.94,21,151.2,152.6,151.89999999999998,call,1.4000000000000057,0.00921658986175119,0.9841355047807052,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6820.0
2025-12-26,2026-01-16,6825.0,6929.94,21,147.2,148.5,147.85,call,1.3000000000000114,0.008792695299289898,0.9848570117490195,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6825.0
2025-12-26,2026-01-16,6830.0,6929.94,21,143.1,144.5,143.8,call,1.4000000000000057,0.009735744089012555,0.9855785187173338,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6830.0
2025-12-26,2026-01-16,6835.0,6929.94,21,139.1,140.6,139.85,call,1.5,0.010725777618877368,0.9863000256856481,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6835.0
2025-12-26,2026-01-16,6840.0,6929.94,21,135.2,136.6,135.89999999999998,call,1.4000000000000057,0.010301692420897762,0.9870215326539624,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6840.0
2025-12-26,2026-01-16,6850.0,6929.94,21,127.4,128.7,128.05,call,1.299999999999983,0.010152284263959256,0.988464546590591,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6850.0
2025-12-26,2026-01-16,6855.0,6929.94,21,123.5,124.9,124.2,call,1.4000000000000057,0.01127214170692436,0.9891860535589053,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6855.0
2025-12-26,2026-01-16,6860.0,6929.94,21,119.8,121.1,120.45,call,1.2999999999999972,0.010792860107928577,0.9899075605272196,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6860.0
2025-12-26,2026-01-16,6865.0,6929.94,21,116.0,117.4,116.7,call,1.4000000000000057,0.01199657240788351,0.9906290674955339,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6865.0
2025-12-26,2026-01-16,6870.0,6929.94,21,112.3,113.7,113.0,call,1.4000000000000057,0.012389380530973501,0.9913505744638482,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6870.0
2025-12-26,2026-01-16,6875.0,6929.94,21,108.7,110.0,109.35,call,1.2999999999999972,0.011888431641518036,0.9920720814321625,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6875.0
2025-12-26,2026-01-16,6880.0,6929.94,21,105.1,106.4,105.75,call,1.3000000000000114,0.012293144208037933,0.9927935884004768,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6880.0
2025-12-26,2026-01-16,6885.0,6929.94,21,101.5,102.9,102.2,call,1.4000000000000057,0.013698630136986356,0.9935150953687911,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6885.0
2025-12-26,2026-01-16,6890.0,6929.94,21,98.0,99.4,98.7,call,1.4000000000000057,0.014184397163120624,0.9942366023371054,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6890.0
2025-12-26,2026-01-16,6895.0,6929.94,21,94.6,95.9,95.25,call,1.3000000000000114,0.013648293963254713,0.9949581093054197,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6895.0
2025-12-26,2026-01-16,6900.0,6929.94,21,91.2,92.5,91.85,call,1.2999999999999972,0.014153511159499154,0.995679616273734,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6900.0
2025-12-26,2026-01-16,6905.0,6929.94,21,87.8,89.1,88.44999999999999,call,1.2999999999999972,0.014697569248162774,0.9964011232420483,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6905.0
2025-12-26,2026-01-16,6910.0,6929.94,21,84.6,85.9,85.25,call,1.3000000000000114,0.015249266862170222,0.9971226302103626,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6910.0
2025-12-26,2026-01-16,6920.0,6929.94,21,78.2,79.4,78.80000000000001,call,1.2000000000000028,0.01522842639593912,0.9985656441469912,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6920.0
2025-12-26,2026-01-16,6925.0,6929.94,21,75.0,76.3,75.65,call,1.2999999999999972,0.01718440185062785,0.9992871511153055,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6925.0
2025-12-26,2026-01-16,6930.0,6929.94,21,72.0,73.3,72.65,call,1.2999999999999972,0.01789401238816238,1.0000086580836198,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6930.0
2025-12-26,2026-01-16,6935.0,6929.94,21,69.0,70.3,69.65,call,1.2999999999999972,0.018664752333094,1.0007301650519342,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6935.0
2025-12-26,2026-01-16,6940.0,6929.94,21,66.1,67.3,66.69999999999999,call,1.2000000000000028,0.01799100449775117,1.0014516720202484,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6940.0
2025-12-26,2026-01-16,6950.0,6929.94,21,60.4,61.7,61.05,call,1.3000000000000043,0.021294021294021366,1.002894685956877,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6950.0
2025-12-26,2026-01-16,6955.0,6929.94,21,57.7,59.0,58.35,call,1.2999999999999972,0.02227934875749781,1.0036161929251912,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6955.0
2025-12-26,2026-01-16,6960.0,6929.94,21,55.0,56.3,55.65,call,1.2999999999999972,0.023360287511230857,1.0043376998935056,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6960.0
2025-12-26,2026-01-16,6965.0,6929.94,21,52.4,53.7,53.05,call,1.3000000000000043,0.024505183788878497,1.0050592068618198,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6965.0
2025-12-26,2026-01-16,6970.0,6929.94,21,49.9,51.2,50.55,call,1.3000000000000043,0.02571711177052432,1.0057807138301342,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6970.0
2025-12-26,2026-01-16,6975.0,6929.94,21,47.5,48.8,48.15,call,1.2999999999999972,0.026998961578400774,1.0065022207984484,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6975.0
2025-12-26,2026-01-16,6980.0,6929.94,21,45.1,46.4,45.75,call,1.2999999999999972,0.028415300546448027,1.0072237277667628,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6980.0
2025-12-26,2026-01-16,6990.0,6929.94,21,40.6,41.9,41.25,call,1.2999999999999972,0.03151515151515145,1.0086667417033914,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6990.0
2025-12-26,2026-01-16,6995.0,6929.94,21,38.5,39.8,39.15,call,1.2999999999999972,0.033205619412515895,1.0093882486717056,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|6995.0
2025-12-26,2026-01-16,7000.0,6929.94,21,36.4,37.7,37.05,call,1.3000000000000043,0.03508771929824573,1.01010975564002,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|7000.0
2025-12-26,2026-01-16,7010.0,6929.94,21,32.5,33.7,33.1,call,1.2000000000000028,0.036253776435045404,1.0115527695766486,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|7010.0
2025-12-26,2026-01-16,7020.0,6929.94,21,29.0,30.1,29.55,call,1.1000000000000014,0.03722504230118448,1.0129957835132772,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|7020.0
2025-12-26,2026-01-16,7025.0,6929.94,21,27.3,28.4,27.85,call,1.0999999999999979,0.039497307001795254,1.0137172904815914,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|7025.0
2025-12-26,2026-01-16,7030.0,6929.94,21,25.7,26.8,26.25,call,1.1000000000000014,0.04190476190476196,1.0144387974499058,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|7030.0
2025-12-26,2026-01-16,7035.0,6929.94,21,24.1,25.2,24.65,call,1.0999999999999979,0.044624746450304176,1.01516030441822,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|7035.0
2025-12-26,2026-01-16,7040.0,6929.94,21,22.6,23.7,23.15,call,1.0999999999999979,0.047516198704103584,1.0158818113865344,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|7040.0
2025-12-26,2026-01-16,7045.0,6929.94,21,21.2,22.3,21.75,call,1.1000000000000014,0.05057471264367823,1.0166033183548486,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|7045.0
2025-12-26,2026-01-16,7050.0,6929.94,21,19.9,20.9,20.4,call,1.0,0.04901960784313726,1.017324825323163,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|7050.0
2025-12-26,2026-01-16,7055.0,6929.94,21,18.6,19.7,19.15,call,1.0999999999999979,0.05744125326370746,1.0180463322914772,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|7055.0
2025-12-26,2026-01-16,7060.0,6929.94,21,17.4,18.4,17.9,call,1.0,0.0558659217877095,1.0187678392597916,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|7060.0
2025-12-26,2026-01-16,7065.0,6929.94,21,16.2,17.3,16.75,call,1.1000000000000014,0.06567164179104486,1.0194893462281058,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|7065.0
2025-12-26,2026-01-16,7075.0,6929.94,21,14.1,15.1,14.6,call,1.0,0.0684931506849315,1.0209323601647344,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|7075.0
2025-12-26,2026-01-16,7080.0,6929.94,21,13.2,14.1,13.65,call,0.9000000000000004,0.06593406593406596,1.0216538671330488,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|7080.0
2025-12-26,2026-01-16,7085.0,6929.94,21,12.3,13.2,12.75,call,0.8999999999999986,0.07058823529411754,1.022375374101363,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|7085.0
2025-12-26,2026-01-16,7090.0,6929.94,21,11.4,12.3,11.85,call,0.9000000000000004,0.07594936708860762,1.0230968810696774,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|7090.0
2025-12-26,2026-01-16,7095.0,6929.94,21,10.7,11.5,11.1,call,0.8000000000000007,0.07207207207207214,1.0238183880379916,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|7095.0
2025-12-26,2026-01-16,7105.0,6929.94,21,9.2,10.1,9.65,call,0.9000000000000004,0.09326424870466325,1.0252614019746202,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|7105.0
2025-12-26,2026-01-16,7110.0,6929.94,21,8.5,9.4,8.95,call,0.9000000000000004,0.10055865921787714,1.0259829089429346,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|7110.0
2025-12-26,2026-01-16,7115.0,6929.94,21,7.9,8.8,8.350000000000001,call,0.9000000000000004,0.10778443113772458,1.0267044159112488,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|7115.0
2025-12-26,2026-01-16,7120.0,6929.94,21,7.4,8.1,7.75,call,0.6999999999999993,0.0903225806451612,1.0274259228795632,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|7120.0
2025-12-26,2026-01-16,7125.0,6929.94,21,6.9,7.6,7.25,call,0.6999999999999993,0.09655172413793094,1.0281474298478774,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|7125.0
2025-12-26,2026-01-16,7130.0,6929.94,21,6.4,7.1,6.75,call,0.6999999999999993,0.1037037037037036,1.0288689368161918,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|7130.0
2025-12-26,2026-01-16,7140.0,6929.94,21,5.5,6.1,5.8,call,0.5999999999999996,0.10344827586206891,1.0303119507528204,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|7140.0
2025-12-26,2026-01-16,7145.0,6929.94,21,5.1,5.7,5.4,call,0.6000000000000005,0.1111111111111112,1.0310334577211346,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|7145.0
2025-12-26,2026-01-16,7150.0,6929.94,21,4.7,5.4,5.050000000000001,call,0.7000000000000002,0.13861386138613863,1.031754964689449,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|7150.0
2025-12-26,2026-01-16,7160.0,6929.94,21,4.0,4.7,4.35,call,0.7000000000000002,0.1609195402298851,1.0331979786260777,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|7160.0
2025-12-26,2026-01-16,7165.0,6929.94,21,3.9,4.3,4.1,call,0.3999999999999999,0.09756097560975609,1.0339194855943918,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|7165.0
2025-12-26,2026-01-16,7175.0,6929.94,21,3.4,3.8,3.6,call,0.3999999999999999,0.11111111111111108,1.0353624995310204,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|7175.0
2025-12-26,2026-01-16,7185.0,6929.94,21,2.8,3.3,3.05,call,0.5,0.1639344262295082,1.036805513467649,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|7185.0
2025-12-26,2026-01-16,7195.0,6929.94,21,2.6,2.9,2.75,call,0.2999999999999998,0.10909090909090903,1.0382485274042776,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|7195.0
2025-12-26,2026-01-16,7205.0,6929.94,21,2.1,2.6,2.35,call,0.5,0.2127659574468085,1.0396915413409062,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|7205.0
2025-12-26,2026-01-16,7215.0,6929.94,21,2.0,2.3,2.15,call,0.2999999999999998,0.13953488372093015,1.0411345552775348,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|7215.0
2025-12-26,2026-01-16,7220.0,6929.94,21,1.85,2.15,2.0,call,0.2999999999999998,0.1499999999999999,1.0418560622458493,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|7220.0
2025-12-26,2026-01-16,7235.0,6929.94,21,1.35,1.8,1.5750000000000002,call,0.44999999999999996,0.28571428571428564,1.044020583150792,0.057534246575342465,2w_1m,2025-12-26|2026-01-16|call|7235.0
2025-12-26,2026-02-20,6640.0,6929.94,56,371.0,372.6,371.8,call,1.6000000000000227,0.004303388918773595,0.9581612539213904,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6640.0
2025-12-26,2026-02-20,6645.0,6929.94,56,366.7,368.3,367.5,call,1.6000000000000227,0.004353741496598701,0.9588827608897047,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6645.0
2025-12-26,2026-02-20,6650.0,6929.94,56,362.4,364.0,363.2,call,1.6000000000000227,0.004405286343612398,0.959604267858019,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6650.0
2025-12-26,2026-02-20,6655.0,6929.94,56,358.2,359.8,359.0,call,1.6000000000000227,0.0044568245125348824,0.9603257748263333,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6655.0
2025-12-26,2026-02-20,6665.0,6929.94,56,349.7,351.3,350.5,call,1.6000000000000227,0.004564907275321035,0.9617687887629619,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6665.0
2025-12-26,2026-02-20,6675.0,6929.94,56,341.2,342.8,342.0,call,1.6000000000000227,0.004678362573099482,0.9632118026995905,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6675.0
2025-12-26,2026-02-20,6680.0,6929.94,56,337.0,338.6,337.8,call,1.6000000000000227,0.004736530491415106,0.9639333096679048,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6680.0
2025-12-26,2026-02-20,6685.0,6929.94,56,332.9,334.5,333.7,call,1.6000000000000227,0.004794725801618288,0.9646548166362191,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6685.0
2025-12-26,2026-02-20,6700.0,6929.94,56,320.3,321.9,321.1,call,1.599999999999966,0.004982871379632407,0.966819337541162,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6700.0
2025-12-26,2026-02-20,6705.0,6929.94,56,316.2,317.8,317.0,call,1.6000000000000227,0.005047318611987453,0.9675408445094763,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6705.0
2025-12-26,2026-02-20,6715.0,6929.94,56,308.0,309.6,308.8,call,1.6000000000000227,0.00518134715025914,0.9689838584461049,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6715.0
2025-12-26,2026-02-20,6720.0,6929.94,56,303.9,305.5,304.7,call,1.6000000000000227,0.005251066622907853,0.9697053654144192,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6720.0
2025-12-26,2026-02-20,6725.0,6929.94,56,299.8,301.4,300.6,call,1.599999999999966,0.005322687957418383,0.9704268723827335,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6725.0
2025-12-26,2026-02-20,6735.0,6929.94,56,291.8,293.4,292.6,call,1.599999999999966,0.005468215994531667,0.9718698863193621,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6735.0
2025-12-26,2026-02-20,6745.0,6929.94,56,283.7,285.3,284.5,call,1.6000000000000227,0.0056239015817224,0.9733129002559907,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6745.0
2025-12-26,2026-02-20,6750.0,6929.94,56,279.6,281.2,280.4,call,1.599999999999966,0.005706134094151091,0.974034407224305,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6750.0
2025-12-26,2026-02-20,6755.0,6929.94,56,275.7,277.3,276.5,call,1.6000000000000227,0.005786618444846375,0.9747559141926193,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6755.0
2025-12-26,2026-02-20,6760.0,6929.94,56,271.8,273.4,272.6,call,1.599999999999966,0.005869405722670454,0.9754774211609336,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6760.0
2025-12-26,2026-02-20,6770.0,6929.94,56,263.9,265.5,264.7,call,1.6000000000000227,0.0060445787684171625,0.9769204350975622,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6770.0
2025-12-26,2026-02-20,6780.0,6929.94,56,256.0,257.6,256.8,call,1.6000000000000227,0.006230529595015665,0.9783634490341908,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6780.0
2025-12-26,2026-02-20,6785.0,6929.94,56,252.1,253.7,252.9,call,1.5999999999999943,0.006326611308817692,0.9790849560025051,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6785.0
2025-12-26,2026-02-20,6790.0,6929.94,56,248.3,249.9,249.1,call,1.5999999999999943,0.006423123243677216,0.9798064629708194,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6790.0
2025-12-26,2026-02-20,6800.0,6929.94,56,240.6,242.2,241.4,call,1.5999999999999943,0.006628003314001633,0.981249476907448,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6800.0
2025-12-26,2026-02-20,6805.0,6929.94,56,236.8,238.4,237.6,call,1.5999999999999943,0.00673400673400671,0.9819709838757623,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6805.0
2025-12-26,2026-02-20,6810.0,6929.94,56,233.0,234.6,233.8,call,1.5999999999999943,0.006843455945252328,0.9826924908440766,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6810.0
2025-12-26,2026-02-20,6815.0,6929.94,56,229.2,230.9,230.05,call,1.700000000000017,0.007389697891762734,0.9834139978123909,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6815.0
2025-12-26,2026-02-20,6820.0,6929.94,56,225.5,227.1,226.3,call,1.5999999999999943,0.007070260715863872,0.9841355047807052,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6820.0
2025-12-26,2026-02-20,6825.0,6929.94,56,221.8,223.4,222.6,call,1.5999999999999943,0.007187780772686407,0.9848570117490195,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6825.0
2025-12-26,2026-02-20,6830.0,6929.94,56,218.1,219.7,218.9,call,1.5999999999999943,0.007309273640931906,0.9855785187173338,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6830.0
2025-12-26,2026-02-20,6835.0,6929.94,56,214.4,216.0,215.2,call,1.5999999999999943,0.007434944237918189,0.9863000256856481,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6835.0
2025-12-26,2026-02-20,6840.0,6929.94,56,210.7,212.4,211.55,call,1.700000000000017,0.008035925313164816,0.9870215326539624,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6840.0
2025-12-26,2026-02-20,6845.0,6929.94,56,207.1,208.7,207.9,call,1.5999999999999943,0.0076960076960076685,0.9877430396222767,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6845.0
2025-12-26,2026-02-20,6850.0,6929.94,56,203.5,205.1,204.3,call,1.5999999999999943,0.0078316201664219,0.988464546590591,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6850.0
2025-12-26,2026-02-20,6855.0,6929.94,56,199.9,201.5,200.7,call,1.5999999999999943,0.007972097658196285,0.9891860535589053,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6855.0
2025-12-26,2026-02-20,6865.0,6929.94,56,192.8,194.4,193.6,call,1.5999999999999943,0.008264462809917326,0.9906290674955339,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6865.0
2025-12-26,2026-02-20,6870.0,6929.94,56,189.3,190.9,190.1,call,1.5999999999999943,0.008416622830089397,0.9913505744638482,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6870.0
2025-12-26,2026-02-20,6875.0,6929.94,56,185.8,187.4,186.6,call,1.5999999999999943,0.0085744908896034,0.9920720814321625,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6875.0
2025-12-26,2026-02-20,6885.0,6929.94,56,178.9,180.6,179.75,call,1.6999999999999886,0.009457579972183525,0.9935150953687911,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6885.0
2025-12-26,2026-02-20,6890.0,6929.94,56,175.5,177.2,176.35,call,1.6999999999999886,0.009639920612418421,0.9942366023371054,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6890.0
2025-12-26,2026-02-20,6900.0,6929.94,56,168.8,170.4,169.60000000000002,call,1.5999999999999943,0.009433962264150908,0.995679616273734,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6900.0
2025-12-26,2026-02-20,6905.0,6929.94,56,165.5,167.1,166.3,call,1.5999999999999943,0.009621166566446147,0.9964011232420483,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6905.0
2025-12-26,2026-02-20,6910.0,6929.94,56,162.2,163.8,163.0,call,1.6000000000000227,0.009815950920245538,0.9971226302103626,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6910.0
2025-12-26,2026-02-20,6920.0,6929.94,56,155.7,157.3,156.5,call,1.6000000000000227,0.010223642172524108,0.9985656441469912,0.15342465753424658,1m_2m,2025-12-26|2026-02-20|call|6920.0
